DATE;URL;NOM;ALIAS;NB_ABO
2021-12-01;https://twitter.com/BP_RivesParis;BANQUE POPULAIRE - Rives de Paris;@BP_RivesParis;4976
2021-12-01;https://twitter.com/ce_cepac;CAISSE D EPARGNE - Provence-Alpes-Corse (CEPAC);@CE_CEPAC;4184
2021-12-01;https://twitter.com/CE_CotedAzur;CAISSE D EPARGNE - Côte d'Azur;@CE_CotedAzur;2678
2021-12-01;https://twitter.com/EspritHandball;CAISSE D EPARGNE - Esprit Hand;@EspritHandball;34400
2021-12-01;https://twitter.com/BPALC;BANQUE POPULAIRE - Alsace Lorraine Champagne;@BPALC;4669
2021-12-01;https://twitter.com/CaissEpargneSAV;CAISSE D EPARGNE - National SAV;@CaissEpargneSAV;3074
2022-02-01;https://twitter.com/BanquePopulaire;BANQUE POPULAIRE - National;@BanquePopulaire;30100
2022-02-01;https://twitter.com/BanquePopAura;BANQUE POPULAIRE - Auvergne Rhône Alpes (AURA);@BanquePopAura;1149
2022-02-01;https://twitter.com/89C3;GROUPE BPCE - 89C3;@89C3;4806
2022-02-01;https://twitter.com/EspritGlisse;CAISSE D EPARGNE - Esprit Glisse;@EspritGlisse;13300
2022-02-01;https://twitter.com/BP_ACA;BANQUE POPULAIRE - Aquitaine Centre Atlantique;@BP_ACA;551
2022-02-01;https://twitter.com/CE_RhoneAlpes;CAISSE D EPARGNE - Rhône Alpes;@CE_RhoneAlpes;3254
2022-03-01;https://twitter.com/Decideursregion;CAISSE D EPARGNE - Décideurs en Région;@Decideursregion;
2022-03-01;https://twitter.com/creditfoncierrp;GROUPE BPCE - Crédit Foncier;@creditfoncierrp;
2022-03-01;https://twitter.com/credit_coop_;GROUPE BPCE - Crédit Coopératif;@credit_coop_;10600
2022-03-01;https://twitter.com/Casden_BP;GROUPE BPCE - CASDEN;@Casden_BP;3054
2022-04-01;https://twitter.com/bpgrandouest;BANQUE POPULAIRE - Grand Ouest;@bpgrandouest;4184
2022-04-01;https://twitter.com/CaissEpargneBFC;BANQUE POPULAIRE - Bourgogne Franche-Comté;@CaissEpargneBFC;782
2022-04-01;https://twitter.com/89C3;GROUPE BPCE - 89C3;@89C3;
2022-04-01;https://twitter.com/BPValdeFrance;BANQUE POPULAIRE - Val de France;@BPValdeFrance;1889
2022-04-01;https://twitter.com/CaissEpargneAL;CAISSE D EPARGNE - d'Auvergne et du Limousin;@CaissEpargneAL;1459
2022-05-01;https://twitter.com/BP_RivesParis;BANQUE POPULAIRE - Rives de Paris;@BP_RivesParis;4962
2022-05-01;https://twitter.com/Entrepreneurs;CAISSE D EPARGNE - Horizon Entrepreneurs;@Entrepreneurs;19500
2022-05-01;https://twitter.com/TeamCE;CAISSE D EPARGNE - Team Caisse d'Epargne;@TeamCE;586
2022-05-01;https://twitter.com/Casden_BP;GROUPE BPCE - CASDEN;@Casden_BP;3089
2022-05-01;https://twitter.com/BPMed;BANQUE POPULAIRE - Méditerranée (MED);@BPMed;5181
2022-05-01;https://twitter.com/BRED_BP;BANQUE POPULAIRE - BRED;@BRED_BP;1850
2022-05-01;https://twitter.com/CE_RhoneAlpes;CAISSE D EPARGNE - Rhône Alpes;@CE_RhoneAlpes;3264
2022-05-01;https://twitter.com/groupeBPCE;GROUPE BPCE - Corporate;@GroupeBPCE;22400
2022-06-01;https://twitter.com/PramexBPCE;GROUPE BPCE - Pramex International;@PramexBPCE;535
2022-06-01;https://twitter.com/EspritGlisse;CAISSE D EPARGNE - Esprit Glisse;@EspritGlisse;13700
2022-06-01;https://twitter.com/VotreCoach;GROUPE BPCE - Votre Coach;@VotreCoach;999
2022-07-01;https://twitter.com/89C3;GROUPE BPCE - 89C3;@89C3;
2022-07-01;https://twitter.com/BPValdeFrance;BANQUE POPULAIRE - Val de France;@BPValdeFrance;2081
2022-07-01;https://twitter.com/CE_iledefrance;CAISSE D EPARGNE - Ile-de-France;@CE_iledefrance;1943
2022-07-01;https://twitter.com/CaissEpargneSAV;CAISSE D EPARGNE - National SAV;@CaissEpargneSAV;3098
2022-08-01;https://twitter.com/ce_cepac;CAISSE D EPARGNE - Provence-Alpes-Corse (CEPAC);@CE_CEPAC;5610
2022-08-01;https://twitter.com/CaissEpargneGEE;CAISSE D EPARGNE - Grand Est Europe;@CaissEpargneGEE;2562
2022-08-01;https://twitter.com/banquepalatine;GROUPE BPCE - Banque Palatine;@BanquePalatine;2735
2022-08-01;https://twitter.com/TeamCE;CAISSE D EPARGNE - Team Caisse d'Epargne;@TeamCE;586
2022-08-01;https://twitter.com/CaissEpargneMP;CAISSE D EPARGNE - Midi-Pyrénées;@CaissEpargneMP;998
2022-08-01;https://twitter.com/bpcerecrutement;GROUPE BPCE - Recrutement;@BPCErecrutement;5169
2022-08-01;https://twitter.com/credit_coop_;GROUPE BPCE - Crédit Coopératif;@credit_coop_;10700
2022-08-01;https://twitter.com/BRED_BP;BANQUE POPULAIRE - BRED;@BRED_BP;1892
